Remove,Duplicated,Tweet.Id,Date,Time,Text,PC,Username,City,NonCity,Memos,Missing,Coder_Initials,PC_Verbs,PC_Subjects,PC_2
0,Unique,1282108126758608896,2020-07-12,00:22:52+00:00,"...tipping off police to social media posts with the latest whereabouts and actions of demonstrators, according to documents reviewed by The Intercept and a source with direct knowledge of the matter.",SHARING OFFICIAL NEWS OR MEDIA,blmokc,"Oklahoma, OK",0,CONDEMNING CORPORATION--TWITTER,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1282108007271325696,2020-07-12,00:22:24+00:00,"LEVERAGING CLOSE TIES to Twitter, controversial artificial intelligence startup Dataminr helped law enforcement digitally monitor the protests that swept the country following the killing of George Floyd,... https://t.co/LAyHFu1jeN by @samfbiddle",SHARING OFFICIAL NEWS OR MEDIA,blmokc,"Oklahoma, OK",0,CONDEMNING CORPORATION--TWITTER,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1281342425995390720,2020-07-09,21:40:15+00:00,"George Floyd repeatedly begged police officers not to shoot him, according to transcripts of police body camera footage from the scene released Wednesday. The transcripts make clear that Floyd was trying to cooperate with police but was deathly afraid of them... https://t.co/DnLTlwHFnF",SHARING OFFICIAL NEWS OR MEDIA,blmokc,"Oklahoma, OK",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1278731116610940928,2020-07-02,16:43:50+00:00,✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾 https://t.co/vwAspKuDoz,SHARING OFFICIAL NEWS OR MEDIA,TucsonBlm,"Tucson, AZ",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1273290681511968768,2020-06-17,16:25:29+00:00,"District Line Daily: More Than 16,000 Testimonies about #DefundMPD #DefundDCPolice #DefundPolice #DefundThePolice https://t.co/sb6LB35fFw",SHARING OFFICIAL NEWS OR MEDIA,DMVBlackLives,Washington D.C.,0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1287057521845428224,2020-07-25,16:10:00+00:00,"If true justice and equality are ever to be achieved in the United States, the country must finally take seriously what it owes Black Americans. READ: https://t.co/ePSqFC3yO3.",SHARING OFFICIAL NEWS OR MEDIA,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1283389330694852608,2020-07-15,13:13:55+00:00,TAKE ACTION: A federal judge ordered the release of children held in U.S. detention camps. Call ICE today and demand it complies and that families are released and reunited! Details: https://t.co/DCxzFkR06M.  #FreetheFamilies! https://t.co/oFDfXAFDDr,SHARING OFFICIAL NEWS OR MEDIA,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1279758174623600640,2020-07-05,12:45:00+00:00,"A recent spike in cases of babies with congenital syphilis “represents a massive failure of prevention and prenatal care in the United States, reflecting racial and geographic health-care disparities across the country.” 

https://t.co/YtH9gDASqx",SHARING OFFICIAL NEWS OR MEDIA,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1286351657870163968,2020-07-23,17:25:09+00:00,Excuse us? Your office doesn’t do what now? https://t.co/qAfS70gElG,SHARING OFFICIAL NEWS OR MEDIA,bmorecourtwatch,"Baltimore, MD",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1277991180941352704,2020-06-30,15:43:36+00:00,371 Complaints Lodged About Chicago Police Response to Protests; 56% for Excessive Force https://t.co/T4i1EjZp3A,SHARING OFFICIAL NEWS OR MEDIA,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1273350341103251456,2020-06-17,20:22:33+00:00,"Police households have dramatically higher rates of domestic violence than other homes, with approximately 40% of officers having intimate partner violence in their households, compared with roughly 10% of the general population: https://t.co/2jprj98r3I",SHARING OFFICIAL NEWS OR MEDIA,blmphxmetro,"Pheonix, AZ",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1273169046234640384,2020-06-17,08:22:09+00:00,"They still killing us, second cop shooting this week. https://t.co/Cd6R9egzHP",SHARING OFFICIAL NEWS OR MEDIA,blmphxmetro,"Pheonix, AZ",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1273264366092083200,2020-06-17,14:40:55+00:00,Racism in corporate America: Black employees speak out amid protests https://t.co/zHjlaoUmtq,SHARING OFFICIAL NEWS OR MEDIA,BLMSacramento,"Sacramento, CA",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1.27E+18,2020-06-16,22:08:04+00:00,".@Dr_S_Jefferson: “There is an overwhelming amount of evidence that racism, not race or socioeconomic status, is the root cause of all inequities in poor health and premature death, including from #COVID19.” 
 https://t.co/KLlCJD9zhQ",SHARING OFFICIAL NEWS OR MEDIA,Justice_Collab,0,1,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1278005375304957952,2020-06-30,16:40:00+00:00,"Protests have not stopped - neither has the violence.  

https://t.co/JCL3kXWSsx",SHARING OFFICIAL NEWS OR MEDIA,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1276273585494122496,2020-06-25,21:58:29+00:00,Black Lives Matter Oklahoma &amp; Moms Demand Action to host virtual town hall on gun violence &amp; racism #BlackLivesMatter #blmokc https://t.co/h86cGNZFLU,SHARING OFFICIAL NEWS OR MEDIA,blmokc,"Oklahoma, OK",0,,0,ANS,SHARING,OFFICIAL NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1268310837061533696,2020-06-03,22:37:22+00:00,Please read our full statement from our press conference this morning: https://t.co/Iy6R43gj3Y,SHARING OFFICIAL STATEMENT,BLMSeattleKC,"Seattle, WA",0,,0,LC,SHARING,OFFICIAL STATEMENT,MEETING OFFICIAL
0,Unique,1271927388327329792,2020-06-13,22:08:15+00:00,"Peace, y'all -- We wrote an interim statement to offer some transparency around who we are, our resources and to name our commitments as an organization. We consider this is an interim update letter and will send another letter with more concrete details in mid July. https://t.co/GfE5zlJZf0",SHARING OFFICIAL STATEMENT,BlackVisionsMN,"Minneapolis, MN",0,,0,LC,SHARING,OFFICIAL STATEMENT,MEETING OFFICIAL
0,Unique,1276344346284040192,2020-06-26,02:39:40+00:00,#BlackWomen #blmokc https://t.co/U7lqzEIOXX,SHARING OFFICIALS NEWS OR MEDIA,blmokc,"Oklahoma, OK",0,,0,ANS,SHARING,OFFICIALS NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1277731137473744896,2020-06-29,22:30:16+00:00,Police unions donate heavily to Sacramento politicians. Are our leaders ‘rolling over’? https://t.co/3yKEd7yk31,SHARING OFFICIALS NEWS OR MEDIA,BLMSacramento,"Sacramento, CA",0,,0,ANS,SHARING,OFFICIALS NEWS OR MEDIA,SHARING OFFICIAL NEWS OR MEDIA
0,Unique,1271707962252374016,2020-06-13,07:36:20+00:00,"RT @BebeBinks: RT @reddit: Aerial view of the freshly painted #BlackLivesMatter mural on Seattle's Pine Street.

https://t.co/LYjJx7nKxw via r/Seattle https://t.co/YSLFCDRHno",SHARING PHOTO OF MURALS,blmlasvegas,"Las Vegas, NV",0,,0,LC,SHARING,PHOTO OF MURALS,CREATING IDENTITY
0,Unique,1271345624374554624,2020-06-12,07:36:31+00:00,"RT @_fee_bee: RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens happened around the world today. This is Boston 👇 https://t.co/UVfcwJNE9e",SHARING PHOTOS FROM RECENT PROTESTS,blmlasvegas,"Las Vegas, NV",0,,0,LC,SHARING,PHOTOS FROM RECENT PROTESTS,UPDATING PROTEST ACTIVITIES
0,Unique,1267468889606311936,2020-06-01,14:51:46,"#InDefenseofBlackLife: 
1)Decarcerate folx in Durham County Jail
2) Fund Lincoln Community Center
3) Durham Schools end collaboration w/police 
4) NC United for Survival&amp; Beyond Platform
5) Essential workers $15/hr &amp; unionization
6) Support Community Wellness &amp; Safety Taskforce",SHARING PLANS FOR THE FUTURE,SisterSong_WOC,"Atlanta, GA",0,,0,AMC,SHARING,PLANS FOR THE FUTURE,IMAGINING FUTURES
0,Unique,2020-06-05 18:05:13+00:00 BLMChi,2020-06-05,18:05:13+00:00,"Because of the noise the people have been making, all 4 officers involved in the murder of #GeorgeFloyd have finally been charged. But the work is not done. #Fuck12Friday https://t.co/W12CmRdM5S",SHARING POILCY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POILCY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1275885634721165056,2020-06-24,20:16:54+00:00,"Numerous states have proposed laws to expand crisis response programs and services. 

These alternatives to police:
☑️ work independently from law enforcement agencies
☑️ include on-site, on-demand emergency and preventative services
☑️ are funded by divestments #DefundthePolice",SHARING POILCY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POILCY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-05 18:15:56+00:00 BLMChi,2020-06-05,18:15:56+00:00,"Eric Garecetti proposed cutting $100-150 million of LAPD's budget and reinvesting it in communities of color. This is not NEARLY enough money, but it's a step in the right direction. #Fuck12Friday",SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-05 18:15:15+00:00 BLMChi,2020-06-05,18:15:15+00:00,Our demands are not pipe dreams. WE ARE WINNING. Look at what's been happening around the country this week: #Fuck12Friday,SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-02 18:06:29+00:00 BLMChi,2020-06-02,18:06:29+00:00,We are happy to report that Erica has been released!! Thanks to all who called and showed up for jail support!! We keep us safe!!,SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-01 22:41:30+00:00 BLMChi,2020-06-01,22:41:30+00:00,"We are outside 51st &amp; Wentworth and celebrating because @MalcolmLondon is free after having been beaten so bad they had to take him to the hospital. 
 

 #FreeEmAll
 

 Watch live https://t.co/RvE25hCKLo",SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-01 22:39:35+00:00 BLMChi,2020-06-01,22:39:35+00:00,Watch live!!!! Malcolm is Free!!,SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-01 22:05:17+00:00 BLMChi,2020-06-01,22:05:17+00:00,"We are here to #FreeMalcolm and all arrestees! 
 

 Call 312-747-8366 &amp; demand his immediate release!! 
 

 Show up to 51st &amp; Wentworth for jail support! Wear masks and gloves!",SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-01 08:33:36+00:00 BLMChi,2020-06-01,08:33:36+00:00,@ananas_heh @MsPackyetti @chicagosmayor Just released!,SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-01 08:33:12+00:00 BLMChi,2020-06-01,08:33:12+00:00,"#JustinCosby has been released! In addition to the below, the attorneys also confirm.",SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-01 06:41:22+00:00 BLMChi,2020-06-01,06:41:22+00:00,"Damon and Jennifer are free!!!!! 
 

 @MalcolmLondon is in the E.R. and handcuffed to a wheelchair @ St. Bernard Hospital
 326 W 64th St, Chicago
 (773) 962-3900 
 

 He has also been processed and charged with burglary.[FALSE CHARGE]
 

 @@SAKimFoxx we demand the bogus charges be dropped! https://t.co/SDQvNmWAlV",SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-06-10 20:32:11 MiamiSquaDD,2020-06-10,20:32:11,@JubeJubeMonster @gofundme @maya_ragsdale @ScottHech Anthony should be coming home in the next couple of days 💛 we will post updates soon after focusing on supporting his family and his safe return.,SHARING POLICY VICTORY,MiamiSquaDD,"Miami, FL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,2020-05-24 23:12:10 MiamiSquaDD,2020-05-24,23:12:10,Huge victory in the fight against voting discrimination ✊🏽✊🏽🖤🤍,SHARING POLICY VICTORY,MiamiSquaDD,"Miami, FL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1283389330694852608,2020-07-15,13:13:55+00:00,TAKE ACTION: A federal judge ordered the release of children held in U.S. detention camps. Call ICE today and demand it complies and that families are released and reunited! Details: https://t.co/DCxzFkR06M.  #FreetheFamilies! https://t.co/oFDfXAFDDr,SHARING POLICY VICTORY,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1282768815491817472,2020-07-13,20:08:12+00:00,"More on the big win in Georgia earlier today -WE DID IT!  We will keep fighting to #stopthebans &amp; work for true access regardless of age, income, the kind of insurance you have or where you live! READ ""Federal judge throws out Georgia’s anti-abortion law"": https://t.co/pX6HNuaaGQ",SHARING POLICY VICTORY,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1282757883445350400,2020-07-13,19:24:46+00:00,We are getting our celebration groove on! https://t.co/OFben5CN6s https://t.co/kI0xOs0Tdf,SHARING POLICY VICTORY,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1282755984482611200,2020-07-13,19:17:13+00:00,Background on the case pushing the FDA to get rid of arbitrary restrictions on medication abortion: https://t.co/6TVY0IrTUG. https://t.co/kVfCFvBRGd,SHARING POLICY VICTORY,SisterSong_WOC,"Atlanta, GA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1286644318913134592,2020-07-24,12:48:04+00:00,"The San Francisco Board of Supervisors unanimously approved a measure this week to let voters decide whether to overturn a law that mandates the San Francisco PD must employ a *minimum* of 1,971 full-time police officers. https://t.co/PJTOSEwIpY",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1286432174082842624,2020-07-23,22:45:05+00:00,"As efforts to end death by incarceration build across the nation, it has shone a much-needed light on the need for major overhauls at the state level.

Find your state's latest policies and bills on @theappeal's interactive tracker: https://t.co/kW5Ht2pfCf https://t.co/f0Oapnsfmj",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1285218678297042944,2020-07-20,14:23:05+00:00,"The St. Petersburg PD announced that they will begin employing unarmed social workers to handle nonviolent cases.

A $3.1 million federal grant and a $3.8 million city match, originally allocated to hire 25 more officers, will help fund the project. https://t.co/ZOhWiQDOVb",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1283151816021221120,2020-07-14,21:30:07+00:00,"As the movement to #DefundthePolice continues, state legislatures and local councils have also taken steps to reform and even overhaul criminal justice and legal systems. 

Find the latest state policies and laws on @theappeal's interactive tracker: https://t.co/kW5Ht2pfCf https://t.co/bNYrUeBJVo",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1282842432963350528,2020-07-14,01:00:44+00:00,"A majority of Seattle's City Council members support a high-level proposal by advocates to defund police by 50% by:

🪙 Removing 911 dispatchers from police control
🪙 Scaling-up community-based solutions to public safety
🪙 Investing in affordable housing https://t.co/Xw6kSt8Qw3",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1282735595089874944,2020-07-13,17:56:12+00:00,"In the last month alone, school districts from Charlottesville and Denver to Minneapolis and Portland, OR, have moved to discontinue the use of school-based officers, with the intent to redirect funding toward other necessary services. https://t.co/sze6dZaYmV",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1282701603720564736,2020-07-13,15:41:08+00:00,"In the last month alone, school districts from Charlottesville and Denver to Minneapolis and Portland, OR, have moved to discontinue the use of school-based officers. 

Host @Slace131 welcomes @JoAnnPDX + @itsrehema to discuss the future of defunding SROs and investing anew. https://t.co/hfWn9hf6Xl",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1281019001699799040,2020-07-09,00:15:04+00:00,"The movement to #DefundthePolice has shone a much-needed light on the need for major overhauls of the criminal justice and legal systems at the state level.

Find your state's latest policies and bills on @theappeal's interactive tracker: https://t.co/kW5Ht2pfCf https://t.co/VkzWlPrILX",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1280934451531390720,2020-07-08,18:39:06+00:00,"Over $4.8 million within the city’s budget will be reallocated for a program that’s been waiting for months to get off the ground: the Portland Street Response.

Instead of police, 911 operators can dispatch teams of paramedics and mental health workers. https://t.co/jOrksZ52TT",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1280599810270048256,2020-07-07,20:29:21+00:00,"Thanks in big part to grassroots mobilization, a motion to close the Men's Central Jail has passed.

""L.A. County is prioritizing our 'care first, jails last' approach to criminal justice to demonstrate our commitment to racial and economic justice,"" said Supervisor @HildaSolis. https://t.co/C9eQxEvSSE",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1276660274343415808,2020-06-26,23:35:03+00:00,"BIG: Today, the Minneapolis City Council unanimously approved a proposal to change the city charter, allowing the police department to be dismantled.

This follows widespread criticism of law enforcement over the killing of #GeorgeFloyd. #DefundthePolice https://t.co/Wzqs4DkbhM",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273980376713768704,2020-06-19,14:06:05+00:00,"State advocates want New York DAs to disclose any concerns regarding a police officer’s credibility, and to altogether stop relying on testimony by officers who have a history of misconduct.

More on the proximity between prosecutors and police by @Taniel: https://t.co/c3GIcS76cf",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273747083779100672,2020-06-18,22:39:04+00:00,"The amendments will, among other things, defund the city’s Gun Violence Reduction Team, a unit originally formed to target gang violence, and shut down the school resource officers program. https://t.co/zeyB6IqQwY",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273712902151655424,2020-06-18,20:23:14+00:00,"The changes approved today reduce the #Philadelphia police budget by about 4.3%, allocating $727 million to the police as opposed to the proposed $760 million.

As Councilmember @KendraPHL said: ""Our movement does not, and cannot, end here."" #DefundThePolice https://t.co/vJh8dTOllv",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273412275496382464,2020-06-18,00:28:39+00:00,"For full coverage of the decision, including the 13+ years of grassroots organizing that led to this decision, read @FelipeDLH's latest: https://t.co/KSmthk2Rqi",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273411935891910656,2020-06-18,00:27:19+00:00,"BREAKING NEWS: The Prince William County Jail Board has chosen not to renew their 287(g) contract agreement with #ICE.

The partnership will officially end at the end of the month. https://t.co/pErr9aWd47",SHARING POLICY VICTORY,Justice_Collab,0,1,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1288822976394207232,2020-07-30,13:05:17+00:00,Fun fact: One of the two private home detention companies just informed us that they are taking less juvenile cases because they believe they are higher risk for violating and/or damaging equipment. https://t.co/vbEUNOpZ68,SHARING POLICY VICTORY,BALTLegal,"Baltimore, MD",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1285702169472237568,2020-07-21,22:24:19+00:00,"A quick update on this one: this was the codefendant of the young man choked by Sgt. Welton Simpson, who has now been indicted for lying about the incident (see: https://t.co/4HvnePIaf8) https://t.co/56qsD3acm8",SHARING POLICY VICTORY,bmorecourtwatch,"Baltimore, MD",0,"NOT REALY POLICY, MORE OF CONVICTION",0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1285810404732604416,2020-07-22,05:34:24+00:00,Meet some of the Black women behind Louisville's movement for racial justice https://t.co/4jz9wNu7Fu via @courierjournal,SHARING POLICY VICTORY,BLMLouisville,"Louisville, KN",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1277942936005677056,2020-06-30,12:31:53+00:00,Update. We are now waiting on 1 comrade to be released. https://t.co/kX5NlnRllr,SHARING POLICY VICTORY,BLMLouisville,"Louisville, KN",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1275591059251355648,2020-06-24,00:46:22+00:00,"The Louisville, Kentucky, police officer who fatally shot Breonna Taylor in her home in March was officially fired — over three months after her death. Activists are calling for all three officers involved to be arrested and charged. https://t.co/fkGhi53SZN via @blackvoices",SHARING POLICY VICTORY,BLMLouisville,"Louisville, KN",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1274029165486931968,2020-06-19,17:19:58+00:00,Our official statement on Brett Hankison Firing. Keep amplifying the demands! #BlackLivesMatter #JusticeforBreonnaTaylor #defundpolice #DefendBlackLife https://t.co/TyHuZMZyZG,SHARING POLICY VICTORY,BLMLouisville,"Louisville, KN",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1286049703453495296,2020-07-22,21:25:17+00:00,Three important victories today! https://t.co/R6FXNph9Z6,SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1281066159375355904,2020-07-09,03:22:28+00:00,Thread https://t.co/5HbDlkveD5,SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1276576454520823808,2020-06-26,18:01:59+00:00,"The vote didn't go the way we wanted, the board voted 4-3 to keep cops in CPS, but the fact that the vote was so close for this undemocratic, mayor-appointed board is a win. #Fuck12Friday",SHARING POLICY VICTORY,BLMChi,"Chicago, IL",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273733281704542208,2020-06-18,21:44:13+00:00,You love to see it. https://t.co/Y8L4v5BFk1,SHARING POLICY VICTORY,DMVBlackLives,Washington D.C.,0,POLICE CHIEF RESIGNED,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1278689159209615104,2020-07-02,13:57:07+00:00,"Maybe Chief Moore can be next...
#FireMoore https://t.co/HdH9XXNfk6",SHARING POLICY VICTORY,BLMLA,"Los Angeles, CA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1278205486286815232,2020-07-01,05:55:10+00:00,"HELLA wins today!
1. $150m cut to LAPD budget. 
2. Unarmed non-police response to non-violent emergency calls. 
3. Motion to bar police from traffic &amp; transportation stops. 
4. 35% cut to LAUSD police.
We’re on our way!
#DefundThePolicd
#ReimaginePublicSafety
#BlackLivesMatter",SHARING POLICY VICTORY,BLMLA,"Los Angeles, CA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1278097135553019904,2020-06-30,22:44:37+00:00,"The move to have unarmed non-police respond to non-violent calls seems like it would be common-sense, but it’s quite courageous. We appreciate those who have the vision to stand on the right side of history. #BlackLivesMatter https://t.co/72RUglRZ1X",SHARING POLICY VICTORY,BLMLA,"Los Angeles, CA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1278096509683109888,2020-06-30,22:42:08+00:00,We look forward to devising a community-driven implementation plan that centers #CareNotCops. #PeoplesBudgetLA https://t.co/oKWocjvBmR,SHARING POLICY VICTORY,BLMLA,"Los Angeles, CA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1278095965824540672,2020-06-30,22:39:58+00:00,This courageous motion is a much-needed first step in our ongoing work to #ReimaginePublicSafety. https://t.co/34B6xj0f7Y,SHARING POLICY VICTORY,BLMLA,"Los Angeles, CA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1273685555830591488,2020-06-18,18:34:35+00:00,"AB 1460 - which makes Ethnic Studies a CSU requirement - JUST PASSED!!!!!
30-5 vote...
Next steps: 
-Conference Committee 
-Governor’s signature
This is the result of years of tireless work by students, faculty, staff, and community, and the courageous vision of @DrShirleyWeber.",SHARING POLICY VICTORY,BLMLA,"Los Angeles, CA",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1286344649632813056,2020-07-23,16:57:18+00:00,Direct Action gets the goals https://t.co/3X6s6nQxHH https://t.co/8tIksu1EvS,SHARING POLICY VICTORY,blmphxmetro,"Pheonix, AZ",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1280660344701104128,2020-07-08,00:29:54+00:00,Phoenix Union will no longer have Phoenix Police officers on high school campuses! https://t.co/rMcLGmhKNo,SHARING POLICY VICTORY,blmphxmetro,"Pheonix, AZ",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
0,Unique,1275472630125072384,2020-06-23,16:55:46+00:00,"UPDATE!
The family just received the autopsy. 

Thank you all for calling. Continue to email the chief! https://t.co/TelnVcdSEA",SHARING POLICY VICTORY,indy10people,"Indianapolis, IN",0,,0,ANS,SHARING,POLICY VICTORY,CELEBRATING POLICY VICTORY
