"","date.x","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","name","age","gender","race","date.y","cause_of_death","wapo_armed","wapo_threat_level","officer_known_past_shootings","year","mappingPreGF","mappingPostGF","mappingBlackOnlyPreGF","mappingBlackOnlyPostGF"
"276419",2020-07-25,"highland, illinois","racism","church memebrs","against racism",1,NA,NA,NA,17119,"1734670",10012,228,221,1321,7012,494,104,51,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276420",2020-07-25,"moline, illinois","policing; racism","Progressive Action for the Common Good","for racial justice and equality, Black Lives Matter",1,NA,NA,NA,17161,"1749867",41920,2450,2424,5260,29181,2281,407,272,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276421",2020-07-25,"park ridge, illinois","military; policing; racism","general protesters","Black Lives Matter; No Justice, No Peace",1,30,30,30,17031,"1757875",37457,315,225,9121,26250,4721,1403,497,1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276585",2020-07-25,"athol, massachusetts","racism","Standing Peacefully Against Racism Knowingly; Athol Area YMCA","in support of racial equality, justice, and understanding",1,40,40,40,25027,"2502515",8617,98,98,670,5918,292,0,42,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276740",2020-07-25,"bethesda, maryland","education; racism","Walt Whitman High School Protesters","against racism at Walt Whitman High School, for Black empowerment",1,NA,NA,NA,24031,"2407125",63195,2674,2517,13438,44859,12326,7574,5178,1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276747",2020-07-25,"urbana, maryland","policing; racism","general protesters","antiracism; agaisnt police brutality",1,NA,NA,NA,24021,"2479900",12587,1231,1231,2401,7266,1687,325,500,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276798",2020-07-25,"jenison, michigan","policing; racism","Jenison High School students","Black Lives Matter",1,NA,NA,NA,26139,"2641680",17431,185,185,2460,11757,646,92,142,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276805",2020-07-25,"owosso, michigan","policing; racism","Owosso Black Lives Matter","antiracism; against police brutality",1,NA,NA,NA,26155,"2661940",14536,198,167,774,9430,326,44,0,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276986",2020-07-25,"cape may, new jersey","policing; racism","general protesters","Black Lives Matter",1,100,100,100,34009,"3410270",3463,103,55,740,2308,299,32,15,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276987",2020-07-25,"morris plains, new jersey","policing; racism","Black Lives Matter Morristown","Black Lives Matter",1,NA,NA,NA,34027,"3448210",5748,120,120,1417,4157,918,155,89,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277087",2020-07-25,"canajoharie, new york","policing; racism","Positive Action Mohawk Valley","Black Lives Matter; antiracism; against police brutality",1,13,15,14,36057,"3612111",1905,0,0,150,1415,65,3,29,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277088",2020-07-25,"east meadow, new york","policing; racism","general protesters","against Back the Blue rally, Black Lives Matter",1,50,50,50,36059,"3622502",38029,2428,1768,5984,27173,3432,723,261,2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277089",2020-07-25,"glens falls, new york","racism","general protesters","against sending federal agents to arrest protestors; against racism",1,30,30,30,36113,"3629333",14340,251,243,1647,10264,1073,210,63,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277090",2020-07-25,"greenwich, new york","policing; racism","general protesters","in remembrance of George Floyd, against police brutality, for racial justice, Black Lives Matter",1,NA,NA,NA,36115,"3630675",2149,16,16,256,1346,130,33,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277421",2020-07-25,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277437",2020-07-25,"ashland, ohio","policing; racism","general protesters","Black Lives Matter",1,14,14,14,39005,"3902568",20390,301,200,2275,12946,1001,136,118,2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277458",2020-07-25,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277570",2020-07-25,"sandy, oregon","policing; racism","Students Advocating for Equality","anti-racism; against police violence",1,NA,NA,NA,41005,"4165250",11070,64,64,924,7134,311,49,78,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277571",2020-07-25,"yachats, oregon","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,41041,"4184200",553,0,0,91,494,73,19,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277824",2020-07-25,"dickinson, texas","policing; racism","general protesters","against Black Lives Matter protesters, to protect local landmark",2,12,12,12,48167,"4820344",20754,1496,1496,2332,14345,638,139,60,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277825",2020-07-25,"dickinson, texas","policing; racism","general protesters","Black Lives Matter",1,30,30,30,48167,"4820344",20754,1496,1496,2332,14345,638,139,60,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278084",2020-07-25,"louisa, virginia","policing; racism","general protesters","against Black Lives Matter protesters, in defense of Confederate monument",2,4,4,4,51109,"5147144",1744,407,392,118,1211,99,31,13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278085",2020-07-25,"louisa, virginia","policing; racism","general protesters","for racial equity, against social injustice, your vote is your voice, Black Lives Matter",1,100,100,100,51109,"5147144",1744,407,392,118,1211,99,31,13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278136",2020-07-25,"warrenton, virginia","policing; racism","Fauquier NAACP; League of Women Voters of the Fauquier and Prince William Area; Virginia Interfaith Center for Public Policy, Northern Piedmont chapter; Afro-American Historical Association of Fauquier County; Piedmont Race Amity Project","Black Lives Matter",1,NA,NA,NA,51061,"5183136",9913,817,744,1665,6544,831,152,50,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278142",2020-07-25,"jericho, vermont","policing; racism","students; general protesters","Black Lives Matter; in commemoration of Emmett Till",1,NA,NA,NA,50007,"5036625",1315,6,6,316,947,174,0,49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278201",2020-07-25,"menomonee falls, wisconsin","policing; racism","general protesters","against racism; Black Lives Matter",1,18,18,18,55133,"5551000",37160,1381,1362,8007,26615,2794,716,429,1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278640",2020-07-26,"portola valley, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6081,"0658380",4592,17,17,854,3311,956,457,285,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278736",2020-07-26,"sausalito, california","racism","Mulatto Meadows, The Humble Horsemanship Project","antiracism; commemorate Black lives lost",1,NA,NA,NA,6041,"0670364",7116,61,61,2131,6331,1364,590,250,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278985",2020-07-26,"berthoud, colorado","policing; racism","general protesters","against Back the Blue event, Black Lives Matter",1,NA,NA,NA,8069,"0806255",7191,4,0,1036,4920,467,24,89,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279157",2020-07-26,"brookline, massachusetts","labor; racism","general protesters","for awareness of employees’ allegations of racism and mistreatment",1,20,20,20,25021,"2509210",59180,1923,1772,12083,40345,10015,4961,6615,4204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279158",2020-07-26,"marshfield, massachusetts","policing; racism","general protesters","in support of Black Lives Matter",1,NA,NA,NA,25023,"2538820",4928,1,1,1378,3398,333,32,66,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279159",2020-07-26,"north adams, massachusetts","policing; racism","general protesters","Black Lives Matter",1,50,50,50,25003,"2546225",12959,221,70,1199,8751,712,74,31,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279412",2020-07-26,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279428",2020-07-26,"ashland, ohio","policing; racism","general protesters","Black Lives Matter",1,9,9,9,39005,"3902568",20390,301,200,2275,12946,1001,136,118,2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279429",2020-07-26,"canfield, ohio","policing; racism","general protesters","Black Lives Matter; calling for an end to all forms of racism",1,200,200,200,39099,"3911360",7277,22,22,1565,5369,675,130,127,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279430",2020-07-26,"oregon, ohio","policing; racism","general protesters","Black Lives Matter, for police accountability, end racism in America",1,12,12,12,39095,"3958730",20017,447,386,1853,14502,839,229,82,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279431",2020-07-26,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279475",2020-07-26,"mifflinburg, pennsylvania","environment; patriotism; presidency; racism","general protesters","for President Trump, for patriotism, All LIves Matter, against Green New Deal, Confederate flag",2,15,15,15,42119,"4249288",3497,49,32,337,2542,182,50,6,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279476",2020-07-26,"mifflinburg, pennsylvania","policing; racism","I Am Alliance; Green New Deal of Lewisburg; Susquehanna Valley Ethical Society; Mifflinburg Against Racism and Hate","against racism, against homophobia, against transphobia, Black Lives Matter, being Black is not a crime",1,175,200,188,42119,"4249288",3497,49,32,337,2542,182,50,6,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279509",2020-07-26,"gettysburg, south dakota","policing; racism","general protesters","against town's decision to remove Confederate flag from police patches",2,NA,NA,NA,46107,"4624260",1294,0,0,148,874,42,7,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279510",2020-07-26,"gettysburg, south dakota","policing; racism","general protesters","in support of town's decision to remove Confederate flag from police patches, in solidarity with Black Lives Matter",1,10,10,10,46107,"4624260",1294,0,0,148,874,42,7,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279678",2020-07-26,"dickinson, texas","policing; racism","general protesters","Black Lives Matter",1,30,30,30,48167,"4820344",20754,1496,1496,2332,14345,638,139,60,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279765",2020-07-27,"fort bragg, california","policing; racism","general protesters","antiracism; in honor of George Floyd and against police brutality",1,100,100,100,6045,"0625058",7302,73,65,582,4873,245,122,0,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280219",2020-07-27,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280223",2020-07-27,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280636",2020-07-28,"marin, california","racism","children","against systemic racism and racial injustice",1,50,50,50,6041,"0645820",3126,688,688,549,2134,159,96,35,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280653",2020-07-28,"sausalito, california","policing; racism","Hannah Project Freedom School","anti-racism; against police violence",1,50,50,50,6041,"0670364",7116,61,61,2131,6331,1364,590,250,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280867",2020-07-28,"stanford, california","education; policing; racism","the Black Law Student Association; the Black Graduate Association","antiracism; against police brutality; for defunding the police on campus",1,NA,NA,NA,6085,"0673906",16326,618,119,2052,5778,1696,494,1164,7455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281079",2020-07-28,"hingham, massachusetts","policing; racism","general protesters","against Thin Blue Line rally, Black Lives Matter",1,5,5,5,25023,"2530175",6461,45,45,1602,4160,1047,477,74,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281294",2020-07-28,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281295",2020-07-28,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281331",2020-07-28,"columbia, pennsylvania","policing; racism","general protesters","antiracism; against police violence",1,NA,NA,NA,42071,"4215384",10382,1366,1360,802,7110,251,22,18,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281388",2020-07-28,"cleburne, texas","policing; racism","general protesters","against Black Lives Matter, against antifa",2,NA,NA,NA,48251,"4815364",30289,1321,1241,2343,19495,706,167,84,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281953",2020-07-29,"estes park, colorado","democracy; policing; racism","general protesters","against Black Lives Matter protest, All Lives Matter, against Marxism",2,5,5,5,8069,"0825115",6377,0,0,1468,5473,874,135,190,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281954",2020-07-29,"estes park, colorado","patriotism; policing; racism","general protesters","against racism, Black Lives Matter, love requires justice, justice for George, for patriotism",1,75,75,75,8069,"0825115",6377,0,0,1468,5473,874,135,190,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282016",2020-07-29,"birmingham, michigan","racism","Detroit Will Breathe","against racism, for freeing Black juvenile from detention",1,NA,NA,NA,26125,"2608640",21201,712,712,5784,14986,3579,1727,420,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282065",2020-07-29,"shelby, michigan","civil rights; patriotism; policing; presidency; racism","Take America Back Michigan","against Black Lives Matter protesters, in support of police, for President Trump, defend the police, Thin Blue Line, for patriotism, Back the Blue, for freedom",2,45,45,45,26099,"2672840",2427,37,37,116,1341,32,3,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282066",2020-07-29,"shelby, michigan","policing; racism","Shift","Black Lives Matter, for resignation of police chief, stop racism",1,40,40,40,26099,"2672840",2427,37,37,116,1341,32,3,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282220",2020-07-29,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282221",2020-07-29,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282554",2020-07-30,"larkspur, california","policing; racism","general protesters","anti-racism; against police violence; for the removal of Sir Francis Drake statue",1,NA,NA,NA,6041,"0640438",12319,88,73,3913,9357,1902,711,340,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283140",2020-07-30,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283141",2020-07-30,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283740",2020-07-31,"longmeadow, massachusetts","racism","Longmeadow Anti-Racist Coalition","against systemic racism",1,NA,NA,NA,25013,"2536335",15791,150,93,3588,10953,2184,920,443,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283958",2020-07-31,"saugerties, new york","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,36111,"3665288",3847,39,38,576,2831,212,50,26,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283959",2020-07-31,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284185",2020-07-31,"ferndale, washington","policing; racism","general protesters","against Black Lives Matter protesters",2,NA,NA,NA,53073,"5323620",14043,42,42,1589,9356,790,73,126,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284186",2020-07-31,"ferndale, washington","policing; racism","youth","Black Lives Matter",1,200,200,200,53073,"5323620",14043,42,42,1589,9356,790,73,126,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284484",2020-08-01,"los gatos, california","policing; racism","Black Lives Matter","antiracism; against police brutality",1,NA,NA,NA,6085,"0644112",30729,284,276,8532,22572,5090,1080,1060,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284923",2020-08-01,"greenwood, colorado","policing; racism","Cherry Creek Students for Justice","for police accountability, in support of local police accountability resolution, Black Lives Matter",1,NA,NA,NA,8005,"0833035",15738,361,358,4402,11000,2583,1130,274,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285064",2020-08-01,"twin falls, idaho","civil rights; covid; patriotism; policing; racism; religion; reproductive rights","John Birch Society; Real Three Percenters; Idaho Freedom Foundation","against state coronavirus mandates, for recalling Governor Little, for freedom, for Christian values, against Black Lives Matter, against antifa, against RINOs, for patriotism, against abortion rights",2,100,100,100,16083,"1682810",48951,635,602,3883,31196,1722,494,296,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285065",2020-08-01,"moline, illinois","policing; racism","Progressive Action for the Common Good","for racial justice and equality, Black Lives Matter",1,NA,NA,NA,17161,"1749867",41920,2450,2424,5260,29181,2281,407,272,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285074",2020-08-01,"alexandria, indiana","policing; racism","It's Up There","for police reform, for racial justice, Black Lives Matter",1,12,12,12,18095,"1800910",4988,25,12,364,3358,92,20,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285075",2020-08-01,"alexandria, indiana","policing; presidency; racism","general protesters","against Black Lives Matter, Confederate flag, Thin Blue Line, for President Trump",2,30,40,35,18095,"1800910",4988,25,12,364,3358,92,20,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285076",2020-08-01,"highland, indiana","policing; racism","general protesters","for racial justice, against hate, Black Lives Matter",1,NA,NA,NA,18089,"1833484",4609,17,17,688,3257,209,139,0,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285077",2020-08-01,"highland, indiana","policing; racism","general protesters","for racial justice, against hate, Black Lives Matter",1,NA,NA,NA,18089,"1833466",22581,1131,1116,3205,16496,1151,244,134,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285083",2020-08-01,"easthampton, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,25015,"2519370",15960,300,300,3046,12545,1537,197,127,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285203",2020-08-01,"maggie valley, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,125,150,138,37087,"3740600",1763,22,22,275,1404,118,34,14,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285238",2020-08-01,"andover, new jersey","policing; racism","general protesters","against racism, against police violence",1,100,100,100,34037,"3401330",589,8,8,97,410,24,5,3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285266",2020-08-01,"cortland, new york","policing; racism","general protesters","Black Lives Matter",1,100,100,100,36023,"3618388",18739,704,491,1552,10049,928,103,187,4746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285267",2020-08-01,"greenwich, new york","policing; racism","general protesters","in remembrance of George Floyd, against police brutality, for racial justice, Black Lives Matter",1,NA,NA,NA,36115,"3630675",2149,16,16,256,1346,130,33,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285268",2020-08-01,"massena, new york","policing; racism","Black Lives Matter Potsdam","antiracism; against police brutality; in support of a family who found a noose in their yard last week",1,100,100,100,36089,"3646019",10091,13,8,898,7099,841,80,33,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285489",2020-08-01,"shaker heights, ohio","racism","The Shaker Heights Anti-Racism Coalition","against racism",1,NA,NA,NA,39035,"3971682",27387,9631,9575,4726,18784,3881,2595,1311,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285490",2020-08-01,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285701",2020-08-01,"yachats, oregon","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,41041,"4184200",553,0,0,91,494,73,19,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285702",2020-08-01,"emmaus, pennsylvania","military; policing; racism","general protesters","Black Lives Matter, hate has no home here, no justice no peace",1,75,100,88,42077,"4223584",11391,390,390,1676,8420,592,80,179,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285703",2020-08-01,"folsom, pennsylvania","policing; racism","Delco Resists","Black Lives Matter, for police accountability",1,NA,NA,NA,42045,"4226432",8913,566,566,1301,6228,289,26,82,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285704",2020-08-01,"folsom, pennsylvania","military; patriotism; policing; presidency; racism","Stars, Stripes, Bars & Pipes","against Black Lives Matter, in support of veterans and first responders, for President Trump, for patriotism, Confederate flag, All Lives Matter",2,NA,NA,NA,42045,"4226432",8913,566,566,1301,6228,289,26,82,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285950",2020-08-01,"warrenton, virginia","policing; racism","Fauquier NAACP; League of Women Voters of the Fauquier and Prince William Area; Virginia Interfaith Center for Public Policy, Northern Piedmont chapter; Afro-American Historical Association of Fauquier County; Piedmont Race Amity Project","Black Lives Matter",1,NA,NA,NA,51061,"5183136",9913,817,744,1665,6544,831,152,50,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286050",2020-08-01,"waupaca, wisconsin","policing; racism","United Action Oshkosh","Black Lives Matter",1,30,30,30,55135,"5584375",5952,54,0,601,4314,225,67,15,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286051",2020-08-01,"waupaca, wisconsin","policing; racism","general protesters","against Black Lives Matter protesters",2,NA,NA,NA,55135,"5584375",5952,54,0,601,4314,225,67,15,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286523",2020-08-02,"portola valley, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6081,"0658380",4592,17,17,854,3311,956,457,285,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287114",2020-08-02,"oswego, new york","policing; racism","general protesters","against racism, against police violence, for police reform",1,40,40,40,36075,"3655574",17470,296,231,1666,11235,1115,168,203,2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287117",2020-08-02,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287949",2020-08-03,"fair lawn, new jersey","military; policing; racism","general protesters","against Back the Blue rally, Black Lives Matter, defund the police, know justice know peace, ACAB",1,40,40,40,34003,"3422470",33017,806,786,7589,22945,3985,824,576,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288063",2020-08-03,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288448",2020-08-04,"el cerrito, california","policing; racism","general protesters","antiracism; Black Lives Matter",1,NA,NA,NA,6013,"0621810",5630,31,31,676,3771,254,17,25,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288449",2020-08-04,"el cerrito, california","policing; racism","general protesters","antiracism; Black Lives Matter",1,NA,NA,NA,6013,"0621796",25398,1260,1247,6166,19476,3844,1049,1354,1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288450",2020-08-04,"lafayette, california","education; racism","general protesters","for reinstating inter-district school transfers, for consequences for students who perpetrate racism, for a racially diversified school curriculum",1,NA,NA,NA,6013,"0639122",26305,148,124,6990,18265,3428,1807,861,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288874",2020-08-04,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289536",2020-08-05,"franklin square, new york","policing; racism","general protesters","Black Lives Matter",1,24,24,24,36059,"3627309",32055,871,846,4801,22339,2289,351,71,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289649",2020-08-05,"wooster, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
