"","date","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents"
"8806",2020-06-12,"south brunswick, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,1000,600,34023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8897",2020-06-12,"orcas island, washington","policing; racism","general protesters","antiracism; against police brutality",1,48,48,48,53055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8915",2020-06-12,"montgomery, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,85,100,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8920",2020-06-13,"phoenix, alabama","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8928",2020-06-13,"becinia, california","policing; racism","general protesters","antiracism; against police brutality",1,183,183,183,6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8971",2020-06-13,"bloomfield, connecticut","racism","Self-Defense Brigade","against racial injustice",1,100,100,100,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8975",2020-06-13,"hamden, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8977",2020-06-13,"hebron, connecticut","policing; racism","Hebron Democratic Town Committee","antiracism; against police brutality",1,NA,NA,NA,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8978",2020-06-13,"ledyard, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8984",2020-06-13,"south windsor, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8998",2020-06-13,"gadsden county, florida","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,12039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9055",2020-06-13,"prestonburg, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,21071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9069",2020-06-13,"north andover, massachusetts","policing; racism","high school students","antiracism; against police brutality",1,NA,NA,NA,25009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9113",2020-06-13,"bedminster, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,34035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9114",2020-06-13,"franklinville, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,500,350,34015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9185",2020-06-13,"pendelton, oregon","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,41059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9214",2020-06-13,"pennwynne, pennsylvania","policing; racism","Penwynne Family March","antiracism; against police brutality",1,24,24,24,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9226",2020-06-13,"solanco, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,42071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9227",2020-06-13,"springfield, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,410,410,410,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9231",2020-06-13,"wynnewood, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9277",2020-06-13,"colchester, vermont","policing; racism","general protesters","antiracism; against police brutality",1,138,138,138,50007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9287",2020-06-13,"ely, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,27137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9318",2020-06-14,"san antonio, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9337",2020-06-14,"farmington, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9339",2020-06-14,"lyme, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9341",2020-06-14,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9344",2020-06-14,"woodstock, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9346",2020-06-14,"grayton beach, florida","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,12131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9351",2020-06-14,"santa rosa beach, florida","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,12131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9358",2020-06-14,"oahu, hawaii","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,15003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9405",2020-06-14,"edison, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9406",2020-06-14,"franklinville, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9408",2020-06-14,"alcalde, new mexico","racism","general protesters","against racism, in celebration of removal of statue of Don Juan de Onate",1,NA,NA,NA,35039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9420",2020-06-14,"jamaica, new york","policing; racism","Bethel Gospel Tabernacle","antiracism; against police brutality",1,2000,2000,2000,36081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9491",2020-06-14,"lower providence, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9535",2020-06-14,"stowe, vermont","policing; racism","general protesters","antiracism; against police brutality",1,69,69,69,50015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9614",2020-06-15,"marietta, west virginia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9680",2020-06-16,"christianburg, virginia","education; racism","high school students","antiracism; for adopting antiracism instruction in schools",1,200,200,200,51121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9765",2020-06-18,"ellington, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9768",2020-06-18,"ponte vedra beach, florida","policing; racism","general protesters","against Black Lives Matter protesters",2,20,20,20,12109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9769",2020-06-18,"ponte vedra beach, florida","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,12109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777",2020-06-18,"cohasset, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,25021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9783",2020-06-18,"montville, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9904",2020-06-19,"hamden, connecticut","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9972",2020-06-19,"cobb, georgia","policing; racism","general protesters","antiracism; against police brutality; commemorate Juneteenth",1,NA,NA,NA,13261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10005",2020-06-19,"nancy, kentucky","racism","general protesters","in defense of Confederate monument",2,NA,NA,NA,21199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10011",2020-06-19,"los angeles, louisiana","policing; racism","students; faculty","antiracism; against police brutality; commemorate Juneteenth",1,24,24,24,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10013",2020-06-19,"pine prarie, louisiana","policing; racism","Cameroonian detainees","antiracism; against police brutality",1,NA,NA,NA,22039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10015",2020-06-19,"tunica, louisiana","criminal justice; policing; racism","VOTE","antiracism; against police brutality; against systemic racism; against mass incarceration",1,100,100,100,22125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10023",2020-06-19,"florence, massachusetts","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,25015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10025",2020-06-19,"holden, massachusetts","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,25027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10033",2020-06-19,"stoughton, massachusetts","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,25021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10039",2020-06-19,"halethorpe, maryland","racism","general protesters","for racial equity, commemorating Juneteenth",1,104,104,104,24005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10061",2020-06-19,"saint paul, michigan","policing; racism","Minnesota's Black Lives Matter chapter","antiracism; against police brutality; demand for reparations; police reform",1,200,200,200,27123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10062",2020-06-19,"west bloomfield, michigan","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,26125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10066",2020-06-19,"green bay, minnesota","policing; racism","BL United","antiracism; against police brutality; Juneteenth celebration",1,NA,NA,NA,27053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10098",2020-06-19,"ashbury park, new jersey","policing; racism","general protesters","antiracism; against police brutality; in commemoration of Juneteenth",1,NA,NA,NA,34025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10101",2020-06-19,"montclair, new jersey","education; policing; racism","general protesters","antiracism; against police brutality; for racism education in schools",1,1000,1000,1000,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10153",2020-06-19,"athena, ohio","lgbtqia; policing; racism","general protesters","celebration of LGBTQ pride; Black Lives Matter",1,24,24,24,39009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10171",2020-06-19,"manzanita, oregon","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,41057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10182",2020-06-19,"cranberry, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,42019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10202",2020-06-19,"wyoming, rhode island","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10239",2020-06-19,"eastsound, washington","banking and finance; policing; presidency; racism","general protesters","antiracism; against police brutality; defund the police; invest in Black communities; for Donald Trump to resign",1,NA,NA,NA,53055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10298",2020-06-20,"san geronimo, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10306",2020-06-20,"bolton, connecticut","policing; racism","general protesters","antiracism; against police brutality;",1,NA,NA,NA,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308",2020-06-20,"brookfield, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10310",2020-06-20,"haddam killingworth, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315",2020-06-20,"belleville, florida","policing; racism","general protesters","in solidarity with Black Lives Matter",1,50,75,62,12083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10349",2020-06-20,"ludlow, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,25013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10362",2020-06-20,"minneapolis, michigan","policing; racism","general protesters","antiracism; against police brutality; in honor of George Floyd",1,NA,NA,NA,27053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10373",2020-06-20,"sparta, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10374",2020-06-20,"wyckoff, new jersey","policing; racism","general protesters","antiracism; against police brutality; against vandalism on Chinese restaurant",1,NA,NA,NA,34003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10376",2020-06-20,"prineville, new mexico","policing; presidency; racism","general protesters","against Black Lives Matter protesters, in support of police, for President Trump",2,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10437",2020-06-20,"longs, south carolina","policing; racism","general protesters","against racism, for police reform",0,25,30,28,45051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10482",2020-06-21,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10496",2020-06-21,"cape giradeau, missouri","policing; racism","general protesters","antiracism; against police brutality",1,36,36,36,29031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10501",2020-06-21,"west milford, new jersey","policing; racism","Indivisible Highlanders; West Milford Anti-Racist, Anti-Prejudice Neighbors Unite","antiracism; against police brutality; called for resignation of police officer; Black Fathers Matter rally",1,25,25,25,34031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10554",2020-06-22,"new canaan, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10573",2020-06-22,"poughkeepsie, new jersey","policing; racism","general protesters","antiracism; against police brutality; death of Maurice Gordon",1,NA,NA,NA,36027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10600",2020-06-22,"hardy, virginia","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,51019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10624",2020-06-23,"southampton, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,25015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10630",2020-06-23,"mount holly, new jersey","education; racism","general protesters","against racism, against Improper handling of allegations of discrimination and teacher misconduct at school",1,80,80,80,34005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10651",2020-06-23,"philadephia, pennsylvania","economy; education; housing; policing; racism","general protesters","for defunding police, for more city funding for schools and housing and jobs, for resignation of city Managing Director Brian Abernathy, against state violence and white supremacy, Black Lives Matter",1,NA,NA,NA,42101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10689",2020-06-24,"vinalhaven, maine","policing; racism","general protesters","antiracism; against police brutality; protesting the death of Roger Feltis",1,30,40,35,23013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10796",2020-06-25,"eagleville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,20,30,25,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10798",2020-06-25,"lafayette hill, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,150,300,225,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10828",2020-06-26,"valencia, california","policing; racism","general protesters","antiracism; against police brutality; for the resignation of Councilman Bob Kellar",1,36,36,36,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10842",2020-06-26,"south point, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,21067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10866",2020-06-26,"nutley, new jersey","presidency; racism","general protesters","in defense of Christopher Columbus statue, for President Trump, All Lives Matter",2,50,50,50,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10867",2020-06-26,"nutley, new jersey","policing; racism","Nutley for Black Lives","Black Lives Matter",1,75,80,78,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10885",2020-06-26,"anderson, ohio","policing; racism","general protesters","antiracism; against police brutality",1,36,36,36,39061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10906",2020-06-26,"accomac, virginia","democracy; policing; racism","Eastern Shore Diverse Coalition Of Preachers","antiracism; against police brutality; for voter registration/restoration drive",1,NA,NA,NA,51001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10956",2020-06-27,"lake worth beach, florida","policing; racism","general protesters","antiracism; against police brutality",1,40,40,40,12099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11022",2020-06-27,"byram, new jersey","policing; racism","general protesters","against Black Lives Matter protesters, All Lives Matter",2,10,10,10,34037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11023",2020-06-27,"byram, new jersey","policing; racism","Patriots Alumni for Social Action","Black Lives Matter",1,100,100,100,34037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11025",2020-06-27,"hamilton, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,34021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11027",2020-06-27,"livingston, new jersey","education; policing; racism","general protesters","antiracism; against police brutality; for racial justice reforms in school system",1,200,200,200,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11029",2020-06-27,"sparta, new jersey","policing; racism","high school students","antiracism; against police brutality",1,300,300,300,34037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11086",2020-06-27,"eagleville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11089",2020-06-27,"newry, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11114",2020-06-27,"pittsfield, vermont","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,50021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11123",2020-06-28,"el dorado, alaska","policing; racism","general protesters","antiracism; against police brutality; help families whose lives have been impacted by violence",1,NA,NA,NA,5139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11149",2020-06-28,"griswold, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11150",2020-06-28,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11166",2020-06-28,"merillville, indiana","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,18089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11172",2020-06-28,"russett, maryland","policing; racism","Meade High School graduates","antiracism; against police brutality",1,NA,NA,NA,24003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11234",2020-06-29,"el dorado, alaska","policing; racism","general protesters","antiracism; against police brutality; removal of Confederate statue",1,200,200,200,5139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11240",2020-06-29,"orrville, california","policing; racism","general protesters","antiracism; against police brutality",1,40,40,40,6007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11259",2020-06-29,"dewitt, new york","covid; policing; racism","general protesters","antiracism; against police brutality; against policy forbidding Black Lives Matter mask",1,15,20,18,36067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11299",2020-06-30,"west bloomfield, michigan","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,26125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11305",2020-06-30,"cherry valley, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11349",2020-07-01,"montclair, new jersey","policing; racism","students","in protest of an incident where ""Montclair Karen"" called the police on a Black man; Black Lives Matter",1,NA,NA,NA,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11350",2020-07-01,"cherry valley, new york","policing; racism","general protesters","antiracism; against police brutality",0,NA,NA,NA,36077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11392",2020-07-02,"windsor, new hampshire","education; labor; policing; racism","general protesters","support for Windsor High School principal who was placed on paid leave after a Facebook post questioning the methods of the Black Lives Matter movement",0,6,6,6,33011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11393",2020-07-02,"windsor, new hampshire","education; labor; policing; racism","general protesters","against Windsor High School principal who was placed on paid leave after Facebook post questioning methods of Black Lives Matter; supporting Black Lives Matter",1,7,7,7,33011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11419",2020-07-02,"lyle, oregon","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427",2020-07-02,"lyle, washington","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,53039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11490",2020-07-03,"keystone, south dakota","indigenous peoples; racism","general protesters","for native peoples' rights, against white supremacy",1,NA,NA,NA,46103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11518",2020-07-04,"point reyes, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11566",2020-07-04,"sister bay, georgia","policing; racism","general protesters","against racism, against police violence",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11570",2020-07-04,"kailua, hawaii","indigenous peoples; patriotism; racism","general protesters","against removal of Hawaiian flags in favor of American flags, against racism, for native peoples' rights, show me the treaty",1,24,24,24,15003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11616",2020-07-04,"eaton, new hampshire","lgbtqia; racism","general protesters","antiracism; equality; LGBTQ rights",1,16,16,16,33003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11626",2020-07-04,"bethlehem, new york","patriotism; policing; racism","general protesters","in support of police, Back the Blue, for patriotism, All Lives Matter",2,NA,NA,NA,36001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11627",2020-07-04,"bethlehem, new york","policing; racism","BLM protesters; high school students","Black Lives Matter; antiracism; against police brutality; Justice for George Floyd",1,NA,NA,NA,36001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11659",2020-07-04,"dalles, oregon","policing; racism","general protesters","BLM; antiracism",1,NA,NA,NA,41065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11724",2020-07-05,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11796",2020-07-05,"grand chute, wisconsin","policing; racism","general protesters","for firing of police officer for racist and homophobic social media posts as teenager",1,50,50,50,55087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11836",2020-07-06,"mishawaka, na","policing; racism","Be Better, Do Better","against racism, against police brutality, in support of injured anti-racism protester",1,100,100,100,18141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11839",2020-07-07,"lynnwood, california","policing; racism","general protesters","against racism, against police brutality, for justice for George Floyd",1,100,100,100,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11840",2020-07-07,"northridge, california","military; racism; sexual violence","Mecha de CSUN","remembering murdered soldier Vanessa Guillen, against sexual violence, against discrimination against Latinas",0,NA,NA,NA,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11927",2020-07-09,"porland, oregon","policing; racism","Justice for Patrick Kimmons","for justice for Patrick Kimmons, against racism, against police brutality",1,NA,NA,NA,41051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11995",2020-07-11,"killingly, connecticut","policing; racism","general protesters","against police violence, Black Lives Matter",1,24,24,24,9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12012",2020-07-11,"mendon, massachusetts","policing; racism","general protesters","antiracism; in protest of a BLM banner being taken down",1,NA,NA,NA,25027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12029",2020-07-11,"philadelphia, nebraska","policing; racism","general protesters","against pro-police march, Black Lives Matter",1,NA,NA,NA,42101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12064",2020-07-11,"palmyra, virginia","racism","Fluvanna County Leadership Team","anti-racism; diversity; march for equality",1,NA,NA,NA,51065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12080",2020-07-12,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12152",2020-07-13,"ford mill, south carolina","racism; transportation","general protesters","in protest of a confederate monument in Confederate Park; calling for the renaming of Confederate park; asking for street name changes",1,NA,NA,NA,45091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12209",2020-07-15,"penn hills, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12250",2020-07-17,"lagrange, kentucky","racism","general protesters","against racial injustice, for love",1,5,5,5,21185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12320",2020-07-18,"wayne, new jersey","military; policing; presidency; racism","All Lives Matter","in support of police and the military, for President Trump, All Lives Matter",2,100,100,100,34031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12322",2020-07-18,"greenville, new york","policing; racism","general protesters","in support of Black Lives Matter movement",1,150,150,150,36039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12326",2020-07-18,"pine island, new york","policing; racism","Black Lives Matter protesters","Black Lives Matter; antiracism; against police brutality",1,10,12,11,36071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12360",2020-07-19,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12415",2020-07-20,"ellington, connecticut","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12491",2020-07-22,"scotch plains, new jersey","racism","Italian American clubs","in defense of Christopher Columbus statue",2,100,100,100,34039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12523",2020-07-23,"ford wayne, indiana","policing; racism","Fort Wayne religious leaders; Naomi Tutu","against racism, against police brutality, for police reform",1,NA,NA,NA,18003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12524",2020-07-23,"schereville, indiana","policing; racism","general protesters","against racism, against police violence",1,50,50,50,18089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
